31,,,De Montfort University,54727,10849,21310,5440,5889,7614,18986,124815,,31
32,,,University of Derby,26756,7882,10770,6747,2214,828,5044,60241,,32
33,,,University of Durham,44156,9565,14638,9811,16277,18137,13366,125950,,33
34,,,The University of East Anglia,36381,6424,10553,8695,7329,16474,1784,87640,,34
35,,,The University of East London,29157,6118,9401,8731,4612,1162,6296,65477,,35
36,,,Edge Hill College of Higher Education,16084,4039,4167,2664,1148,500,33,28635,,36
37,,,The University of Essex,24536,4999,8149,6201,8229,9182,1243,62539,,37
38,,,The University of Exeter,37636,5681,8052,8225,13098,10509,5742,88943,,38
39,,,Falmouth College of Arts,3096,1297,1943,1179,666,30,596,8807,,39
40,,,University of Gloucestershire(#2),16693,4884,4688,4201,3467,723,1603,36259,,40
41,,,Goldsmiths College,22063,3073,7210,6407,4843,1312,1135,46043,,41
42,,,The University of Greenwich(#4),37922,6389,20150,17874,6386,7752,15952,112425,,42
43,,,Harper Adams University College,5132,810,2048,1242,1515,308,2220,13275,,43
44,,,University of Hertfordshire,51271,7494,14574,9709,7954,2897,7679,101578,,44
45,,,Homerton College,7176,300,1316,2406,1374,375,884,13831,,45
46,,,The University of Huddersfield,38887,4966,9304,9813,5021,1887,2688,72566,,46
47,,,The University of Hull,45089,5644,12263,7008,8138,7774,6681,92597,,47
48,,,"Imperial College of Science, Technology & Medicine",126797,19209,25335,45076,15889,124533,16585,373424,,48
49,,,Institute of Advanced Nursing Education,4425,1181,1978,0,0,444,363,8391,,49
50,,,Institute of Education,14409,3115,4948,1871,1255,6397,2164,34159,,50
51,,,The University of Keele,28308,3590,6206,4771,10208,6745,1124,60952,,51
52,,,The University of Kent at Canterbury,28437,5180,9278,6783,10529,7060,4066,71333,,52
53,,,Kent Institute of Art & Design,5974,952,4244,1375,1934,22,344,14845,,53
54,,,"King Alfred's College, Winchester",7017,1947,3223,1721,3261,72,538,17779,,54
55,,,King's College London,108392,14441,17967,31004,11770,78069,58226,319869,,55
56,,,Kingston University,41058,6120,14384,8739,8307,1485,4981,85074,,56
57,,,The University of Lancaster,38628,6394,10215,7571,11720,11070,1242,86840,,57
58,,,Leeds Metropolitan University,50812,11810,7984,12001,6218,972,7282,97079,,58
59,,,The University of Leeds,118823,14780,25299,25470,19225,53610,14281,271488,,59
60,,,The University of Leicester,57894,6958,14110,8712,10658,28950,3681,130963,,60
61,,,The University of Lincoln(#2),21363,3967,12818,4922,2218,813,8907,55008,,61
62,,,Liverpool Hope,9265,1326,6812,2722,2108,146,7078,29457,,62
63,,,Liverpool John Moores University,45771,7157,18683,13466,3933,2784,10049,101843,,63
64,,,The University of Liverpool,72871,9642,17905,17193,10740,40665,15738,184754,,64
65,,,London Business School,30296,4437,7617,3863,3125,4473,1511,55322,,65
66,,,University of London (Institutes and activities)(#3),10017,11756,31397,7453,12150,2073,14715,89561,,66
67,,,London Guildhall University,21234,6629,10677,9272,265,106,3458,51641,,67
68,,,The London Institute,48875,6769,9188,11337,2839,980,2372,82360,,68
69,,,London School of Economics and Political Science,29926,8316,15948,13371,12792,9752,7721,97826,,69
70,,,London School of Hygiene & Tropical Medicine,9080,2307,2850,3552,418,19708,2952,40867,,70
71,,,Loughborough University,46960,7222,8589,7533,16888,19415,5075,111682,,71
72,,,University of Luton,23870,5334,9105,5217,4359,454,2018,50357,,72
73,,,University of Manchester,122715,22690,26524,28630,23706,61373,21105,306743,,73
74,,,The University of Manchester Institute of Science & Technology,40732,5734,13307,11858,11011,20354,6920,109916,,74
75,,,The Manchester Metropolitan University,62209,11528,16627,20683,9182,5277,5417,130923,,75
76,,,Middlesex University,43187,17742,14249,16707,9638,7695,10329,119547,,76
77,,,The University of Newcastle-upon-Tyne,76542,13708,20197,19851,12218,36934,9852,189302,,77
78,,,Newman College,3009,275,1569,707,792,17,154,6523,,78
79,,,The University of North London,28020,7324,10717,8311,3512,2477,3192,63553,,79
80,,,University College Northampton,19687,2882,8171,4005,3722,981,2054,41502,,80
81,,,Northern School of Contemporary Dance,576,196,322,209,0,0,69,1372,,81
82,,,The University of Northumbria at Newcastle,50987,10793,13620,9624,6139,4050,9162,104375,,82
83,,,Norwich School of Art and Design,2323,570,1405,580,48,0,58,4984,,83
84,,,The Nottingham Trent University,68798,12631,10076,13838,8480,2926,3433,120182,,84
85,,,The University of Nottingham,101169,15293,19210,20341,22349,47305,13990,239657,,85
86,,,The Open University,125625,26317,102404,21149,0,17955,2154,295604,,86
87,,,Oxford Brookes University,40024,6045,12490,11046,10495,3904,4624,88628,,87
88,,,The University of Oxford,129845,36638,41416,38458,2734,126031,12018,387140,,88
89,,,The University of Plymouth,53389,10412,12567,10665,4731,6053,4321,102138,,89
90,,,The University of Portsmouth,47832,7688,8603,10059,6361,3571,1659,85773,,90
91,,,Queen Mary and Westfield College,55809,5289,14394,12770,6053,26654,7695,128664,,91
92,,,Ravensbourne College of Design and Communication,2574,574,1649,1130,220,0,51,6198,,92
93,,,The University of Reading,51964,6796,11605,13147,13988,16347,4902,118749,,93
94,,,"University of Surrey, Roehampton",14655,3683,8961,2580,5842,1203,0,36924,,94
95,,,Rose Bruford College,1773,101,1184,645,0,0,371,4074,,95
96,,,Royal Academy of Music,4327,329,2966,2472,307,0,432,10833,,96
97,,,Royal College of Art,6264,1311,5896,2872,612,1276,667,18898,,97
98,,,Royal College of Music,3361,117,440,1232,634,0,4527,10311,,98
99,,,Royal Holloway and Bedford New College,24710,3270,9181,5138,10685,6629,1142,60755,,99
100,,,Royal Northern College of Music,3319,286,1825,1474,902,0,995,8801,,100
101,,,The Royal Veterinary College,6796,1981,2353,4015,560,3411,5432,24548,,101
102,,,St George's Hospital Medical School,25888,1850,4615,3721,254,15750,279,52357,,102
103,,,College of St Mark and St John,6883,838,2315,2503,1134,152,595,14420,,103
104,,,St Martin's College,17516,1660,5180,2141,3276,137,3935,33845,,104
105,,,St Mary's College,6208,1206,2407,1916,2501,46,22,14306,,105
106,,,The University of Salford,53712,7110,13769,8874,8034,5640,14481,111620,,106
107,,,The School of Oriental and African Studies,15705,4443,7247,3964,1204,1971,564,35098,,107
108,,,The School of Pharmacy,4448,462,1373,900,172,2023,71,9449,,108
109,,,Sheffield Hallam University,56694,10537,15712,12458,5060,5849,6429,112739,,109
110,,,The University of Sheffield,89009,15573,20479,22142,15233,48510,10608,221554,,110
111,,,South Bank University,46001,7101,19132,13196,10893,3497,931,100751,,111
112,,,Southampton Institute,26971,4884,9002,7182,8363,293,0,56695,,112
113,,,The University of Southampton,75634,11694,23261,22095,14424,49842,14909,211859,,113
114,,,Staffordshire University,37201,7856,9871,6403,4805,2273,3465,71874,,114
115,,,The University of Sunderland,30329,4607,12794,8484,6231,2572,10125,75142,,115
116,,,"The Surrey Institute of Art and Design, University College",6824,3283,1640,3379,946,0,78,16150,,116
117,,,The University of Surrey,48110,5339,12697,8767,7595,14222,18939,115669,,117
118,,,The University of Sussex,33357,5932,10648,8004,7748,13679,5114,84482,,118
119,,,The University of Teesside,28166,4607,9506,6107,2515,1024,5165,57090,,119
120,,,Thames Valley University,27112,4974,13432,7438,766,233,2568,56523,,120
121,,,Trinity And All Saints College,4806,834,2514,1070,1696,0,61,10981,,121
122,,,Trinity College of Music,2402,314,1818,725,0,0,234,5493,,122
123,,,University College London,141440,21675,34613,47417,12881,127077,30028,415131,,123
124,,,The University of Warwick,68110,9961,14130,12337,18644,21394,25933,170509,,124
125,,,"University of the West of England, Bristol",54812,9443,16213,11348,7463,2823,3761,105863,,125
126,,,The University of Westminster,46634,5727,12451,19488,4843,3713,493,93349,,126
127,,,Wimbledon School of Art,2528,652,972,960,186,24,0,5322,,127
128,,,The University of Wolverhampton,39530,6517,15751,11513,4765,2286,8367,88729,,128
129,,,University College Worcester,10272,1601,4533,952,873,657,0,18888,,129
130,,,Writtle College,4670,434,1805,990,2071,98,4223,14291,,130
131,,,York St John College(#2),9042,1247,6988,3556,2397,84,0,23314,,131
132,,,The University of York,39178,5839,9407,6555,10200,21377,9272,101828,,132
,,,,,,,,,,,,,
133,,Total Wales,,262288,45969,78621,73035,46693,70931,59768,637305,,133
134,,,"University of Wales, Aberystwyth",22940,4030,7728,7940,7253,7468,6685,64044,,134
135,,,"University of Wales, Bangor",29525,4302,7006,6834,5743,7883,6627,67920,,135
136,,,Cardiff University,61137,11398,12560,22368,11492,27800,5588,152343,,136
137,,,"University of Wales Institute, Cardiff",16383,5339,7088,4641,3278,1545,6553,44827,,137
138,,,University of Glamorgan,27480,6316,9771,7572,4325,3923,5408,64795,,138
139,,,"The University of Wales, Lampeter",4341,760,1468,1184,1444,207,422,9826,,139
140,,,University of Wales College of Medicine,31424,3075,4430,2931,349,12826,14728,69763,,140
141,,,"University of Wales College, Newport",11312,1740,6054,4652,1253,36,510,25557,,141
142,,,The North-East Wales Institute of Higher Education,7408,1244,3292,2689,658,566,2348,18205,,142
143,,,"The University of Wales, Registry",672,0,3413,96,698,229,1610,6718,,143
144,,,Swansea Institute of Higher Education,7784,1595,2960,2764,463,30,843,16439,,144
145,,,"University of Wales, Swansea",35541,5097,9217,7432,7865,8418,8158,81728,,145
146,,,"Trinity College, Carmarthen",3493,783,1962,755,1630,0,278,8901,,146
147,,,Welsh College of Music and Drama,2848,290,1672,1177,242,0,10,6239,,147
,,,,,,,,,,,,,
148,,Total Scotland,,633910,106455,170892,156934,88705,250540,121020,1528456,,148
149,,,The University of Aberdeen,45285,8296,10781,10480,9867,28406,4266,117381,,149
150,,,University of Abertay Dundee,11000,5105,4309,3044,1082,1126,3783,29449,,150
151,,,The University of Dundee,50897,6965,10138,8451,4639,30366,4165,115621,,151
152,,,Edinburgh College of Art,6014,939,2095,1623,219,714,502,12106,,152
153,,,The University of Edinburgh,111244,18096,20670,34126,18458,67388,15385,285367,,153
154,,,Glasgow Caledonian University,31440,4273,9869,11471,1523,2630,10126,71332,,154
155,,,Glasgow School of Art,6326,822,1381,2303,261,786,210,12089,,155
156,,,The University of Glasgow,100601,14409,29628,26934,8924,60616,11551,252663,,156
157,,,Heriot-Watt University,31936,4164,14380,5995,8565,10842,7554,83436,,157
158,,,Napier University,29198,6673,9507,5599,4245,1336,2945,59503,,158
159,,,Northern College of Education,6455,1369,2161,2135,812,21,429,13382,,159
160,,,The University of Paisley,21300,6597,7034,4135,2171,1494,4106,46837,,160
161,,,"Queen Margaret University College, Edinburgh",9749,1922,3570,2796,1513,993,645,21188,,161
162,,,The Robert Gordon University,24407,4548,5648,7082,2727,2185,25069,71666,,162
163,,,The Royal Scottish Academy of Music and Drama,3657,879,1197,1434,181,26,67,7441,,163
164,,,The University of St Andrews,27494,4137,7691,5462,7444,11908,1403,65539,,164
165,,,Scottish Agricultural College,18838,3214,7463,4172,1046,6714,9067,50514,,165
166,,,The University of Stirling,26361,4378,7055,5102,7228,5389,5617,61130,,166
167,,,The University of Strathclyde,71708,9669,16315,14590,7800,17600,14130,151812,,167
,,,,,,,,,,,,,
168,,Total Great Britain,,5556145,961131,1671565,1369160,877139,1890884,940035,13266059,,168
,,,,,,,,,,,,,
169,,Total Northern Ireland,,124775,21975,31100,37236,8443,34455,20440,278424,,169
170,,,The Queen's University of Belfast,67214,9202,16934,18250,3771,23403,9157,147931,,170
171,,,St Mary's University College,2515,686,1217,828,43,0,0,5289,,171
172,,,Stranmillis University College,2608,617,1568,501,1095,106,0,6495,,172
173,,,University of Ulster,52438,11470,11381,17657,3534,10946,11283,118709,,173
,,,,,,,,,,,,,
,,,,,,,,,,,,,
# see relevant footnote in Notes on Tables.,,,,,,,,,,,,,
,,,,,,,,,,,,,
Copyright © Higher Education Statistics Agency Ltd 2002,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
